"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1785672154090209539","Wed May 01 16:29:55 +0000 2024","6","@auditams @SelebtwitMobil BYD di Amerika sana udah ngalahin tesla karena emang sebagus itu merk BYD MG juga jadi salah satu opsi terbaik mobil listrik di harganya soalnya harga resmi MG ga beda jauh sama wuling binguo saat itu dengan fitur yang lebih banyak. makanya binguo lgsg turun harga","1785708238312440146","","auditams","in","Indonesia","0","1","0","https://twitter.com/aquasansain/status/1785708238312440146","1276842831278075905","aquasansain"
"1785534008857870725","Wed May 01 15:46:44 +0000 2024","0","@innovacommunity semua bengkel bisa ngatasin mobil listrik ga? atau harus ke bengkel resminya.","1785697370958909900","","innovacommunity","in","","0","0","0","https://twitter.com/octoberscale/status/1785697370958909900","2916533418","octoberscale"
"1785693360914833746","Wed May 01 15:46:43 +0000 2024","0","Sebenarnya mau marah tapi kasian pacar sendiri nanti emosionalnya terguncang dan ujung-ujungnya nabrak. Gw pernah ada masanya seperti itu pas masih belajar mobil (malah waktu gw awal belajar masuk gang mobil kegores tiang listrik sampe dimarahin ortu dan nangis wkwk).","1785697366286455241","","longsdragon","in","BDG VS THE WORLD","0","1","0","https://twitter.com/longsdragon/status/1785697366286455241","1291998973700399106","longsdragon"
"1785694323453174115","Wed May 01 15:35:43 +0000 2024","0","@F_OllaJKT48 rocky km dicat pink aja eh atau gak beli wuling mobil listrik yg kecil itu warna pinkkkk","1785694597433512079","","F_OllaJKT48","in","","0","0","0","https://twitter.com/krlrsrrr/status/1785694597433512079","1552221432431939584","krlrsrrr"
"1785534008857870725","Wed May 01 15:18:33 +0000 2024","0","@innovacommunity takut meledak ga sih? ya semua mobil bisa tapi ini resikonya lebih tinggi. electric? jadi gabisa dipake 5or10thn kedepan dong harus selalu update kaya hp? harrier 2010 aja masih mantep sampe sekarang mobil listrik? entahlah.","1785690280022487325","","innovacommunity","in","","0","0","0","https://twitter.com/irohsr/status/1785690280022487325","1862820776","irohsr"
"1785534008857870725","Wed May 01 14:19:09 +0000 2024","0","@innovacommunity Kalo tujuan beli mobil listrik cuma buat mengakali ganjil/genap. Naik @Bluebirdgroup setahun paling cuma habis 10-20 jt. Ga perlu beli mobil listrik ga perlu perawatan dll. ","1785675328284938471","","innovacommunity","in","Indonesia","0","1","0","https://twitter.com/oscarsagito/status/1785675328284938471","329062066","oscarsagito"
"1785534008857870725","Wed May 01 14:01:10 +0000 2024","1","@innovacommunity Buat apa? Mobil listrik bukan buat jarak jauh ngisi batere lama kalau rusak biaya perbaikannya mahal dan lama. Punya mobil itu untuk mempermudah hidup bukan malah mempersulit.","1785670804426125720","","innovacommunity","in","Jakarta, 🇮🇩","0","0","0","https://twitter.com/rajaonan/status/1785670804426125720","2177741178","rajaonan"
"1785534008857870725","Wed May 01 13:57:30 +0000 2024","0","@innovacommunity Bengkel2 umum belum siap maintenance mobil listrik. Segala perbaikan kecil pun harus ke bengkel resmi atau garansi gugur...","1785669881029165088","","innovacommunity","in","Semarang","0","0","0","https://twitter.com/aankSkw/status/1785669881029165088","2734177376","aankSkw"
"1785534008857870725","Wed May 01 13:56:46 +0000 2024","0","@innovacommunity Gue akan beli mobil listrik.Tapi bukan di masa ini. Mungkin tunggu sekitar bbrpa tahun ke depan hingga mobil listrik bisa sepraktis dan sereliabel mobil BBM skrg.","1785669698245587270","","innovacommunity","in","Jakarta","0","0","0","https://twitter.com/santrisatria/status/1785669698245587270","320601108","santrisatria"
"1785666830117572930","Wed May 01 13:47:57 +0000 2024","1","@trwify Tukang parkir mobil listrik ","1785667476380143686","","trwify","in","Tangerang, Banten","0","0","0","https://twitter.com/rikyyy77/status/1785667476380143686","1556405954425819136","rikyyy77"
"1785534008857870725","Wed May 01 13:21:16 +0000 2024","0","@innovacommunity Kalo mudik bingung chargenya Mungkin gak efektif Atau mungkin fashum buat mobil listrik masih jauh dari cukup","1785660763019079895","","innovacommunity","in","Yogyakarta, Indonesia","0","0","0","https://twitter.com/merobeki/status/1785660763019079895","1205870440733822977","merobeki"
"1785534008857870725","Wed May 01 12:53:12 +0000 2024","2","@innovacommunity Selain ga punya duit untuk kedepannya mobil listrik kalo rusak mahal benerinnya","1785653699077165259","","innovacommunity","in","Denpasar Selatan, Indonesia","0","0","0","https://twitter.com/ruudsurya/status/1785653699077165259","806298907101655040","ruudsurya"
"1785534008857870725","Wed May 01 12:33:11 +0000 2024","0","@innovacommunity Kalau laptop kan baterai hamil isa dilepas baterainya hidup dicolok langsung ke sumber listrik. Kalau mobil listrik tanpa baterai colok wall charger isa jalan g ya","1785648660749172818","","rayqusa","in","Central Java, Indonesia","0","0","0","https://twitter.com/rayqusa/status/1785648660749172818","97647313","rayqusa"
"1785534008857870725","Wed May 01 11:49:06 +0000 2024","0","@innovacommunity Alasan gue ga beli mobil listrik.. takut kesetrum","1785637569927238065","","innovacommunity","in","","0","0","0","https://twitter.com/aginadda1/status/1785637569927238065","779586536","aginadda1"
"1785534008857870725","Wed May 01 11:47:07 +0000 2024","1","@sicupuh @iambadung @innovacommunity 2022 di Snoepen Sherlock ga sengaja ketemu kakak dr sobat istri saya. Abis sarapan Snoepen jam 8-9 pagi kok ga balik2 ke JKT.. udah jam 11an saya tanya knp blm balik? Iya lagi ngecas mobil di BIP. Nunggu full jam 1an. Wkwkwkw alright... dr situ saya belum siap dgn mobil listrik.","1785637069613871549","","sicupuh","in","Hong Kong","0","2","0","https://twitter.com/djfarezki/status/1785637069613871549","46568419","djfarezki"
"1785534008857870725","Wed May 01 11:46:47 +0000 2024","0","@innovacommunity Ga bisa dicas pakai power bank makanya ga mau beli mobil listrik","1785636985257988592","","innovacommunity","in","Lhokseumawe-Medan-Rantauprapat","0","0","0","https://twitter.com/WardanaSiregar/status/1785636985257988592","1941808147","WardanaSiregar"
"1785534008857870725","Wed May 01 11:44:48 +0000 2024","0","@innovacommunity Selain nggak punya duit pakai mobil listrik gabisa mode cumi darat","1785636487998091373","","innovacommunity","in","Wonogiri","0","0","0","https://twitter.com/mu_zaini/status/1785636487998091373","731881610","mu_zaini"
"1785534008857870725","Wed May 01 11:34:17 +0000 2024","4","@innovacommunity Mobil listrik baterainya bisa hamil g ya","1785633838892560540","","innovacommunity","in","Central Java, Indonesia","0","2","0","https://twitter.com/rayqusa/status/1785633838892560540","97647313","rayqusa"
"1785632820821709056","Wed May 01 11:31:06 +0000 2024","0","@LANGlTKELABU ᅠ ᅠᅠ ᅠ ᅠᅠ Konteks aku lagi lihat katalog mobil listrik warna pink karena yang warna biru inden 3 bulan. ᅠ ᅠ ᅠ ᅠ","1785633040099840149","","LANGlTKELABU","in","𝐏𝐄𝐑𝐈𝐍𝐆𝐀𝐓𝐀𝐍! Si pengais kebebasan ini kerap bertutur kasar dan bertingkah laku amoral — Tek. Metalurgi UI'18","1","0","0","https://twitter.com/NirBalawa/status/1785633040099840149","1322086054749331457","NirBalawa"
"1785534008857870725","Wed May 01 11:22:29 +0000 2024","2","@innovacommunity Beli mobil diesel/bensin bisa kepake minimal 10 tahun sebelum mulai banyak masalah kalaupun dijual masih dapet lah harga 50% dari harga beli. Kalo mobil listrik bagai hp aja tiap tahun pasti ada teknologi baru dan kalo batere rusak di 10 tahun sama aja beli baru.","1785630870268723503","","innovacommunity","in","di dalam gelas","0","0","0","https://twitter.com/segelaskopipait/status/1785630870268723503","144843284","segelaskopipait"
"1785627457351278906","Wed May 01 11:08:55 +0000 2024","0","Ish ish ish...ga abis pikir sama ortu yang ngasih bocah naek motor mobil ato bahkan sepeda listrik!!! Barusan motorku diem depan rumah disruduk sampe jatoh... bocah lho ini..jalan depan rumah itu muat 3 mobil pulak..kan jalan gede ya keitung nya.","1785627457351278906","","","in","West Java, Indonesia","0","3","0","https://twitter.com/miayamjakarta7/status/1785627457351278906","1624605091","miayamjakarta7"
"1785534008857870725","Wed May 01 11:04:20 +0000 2024","1","@innovacommunity Kompor aja masih pakai kompor gas water heater gas masa mobil pakai listrik","1785626302604784038","","innovacommunity","in","","0","0","0","https://twitter.com/paradox6666666/status/1785626302604784038","1511936277402193924","paradox6666666"
"1785534008857870725","Wed May 01 10:58:01 +0000 2024","0","@innovacommunity Belum nemu ada mobil listrik dengan tiga pedal","1785624712791617996","","innovacommunity","in","","0","0","0","https://twitter.com/Raigapink1/status/1785624712791617996","1523837666290126848","Raigapink1"
"1785534008857870725","Wed May 01 10:54:38 +0000 2024","1","@Tu94436 @innovacommunity saya itung sejak teknologi tsb jadi mass product.. mobil listrik produksi massal pertama Mitsubishi i-MiEV thn 2009. ya 15 tahun tuh masih awal lah ya di sebuah timeline teknologi.","1785623862211686438","","Tu94436","in","","0","0","0","https://twitter.com/futfunplay/status/1785623862211686438","1549405718893457408","futfunplay"
"1785534008857870725","Wed May 01 10:48:01 +0000 2024","0","@azizbilly2 @innovacommunity Ga praktis. Mobil pake BBM tinggal isi di pom bayar jalan. Kalo mobil listrik perlu waktu buat ngisi batere nya. Mungkin kalo hidup saya udah kelewat santuy nanti yaa slow living lah istilahnya baru mikir ganti mobil listrik","1785622196997742685","","azizbilly2","in","","0","1","0","https://twitter.com/white_rahvana/status/1785622196997742685","59073230","white_rahvana"
"1785534008857870725","Wed May 01 10:42:05 +0000 2024","0","@innovacommunity Mahalll setelah 10 tahun pasti keluar ongkos 60% dari harga beli untuk ganti batre. Anggep 400 juta harga mobil selama 10 tahun total keluar ongkos jadi 600 termasuk harga mobil. Apakah mobil bukan listrik keluar senilai segini selama 10 tahun?","1785620702009381152","","innovacommunity","in","Water Seven","0","0","0","https://twitter.com/nanonux/status/1785620702009381152","2751022879","nanonux"
"1785534008857870725","Wed May 01 10:41:55 +0000 2024","0","@innovacommunity Nanya seluruh electrical engineer ga ada yg mau beli mobil listrik. Apalagi gw yg kaga ngarti ah sudahlah","1785620663086297210","","innovacommunity","in","Depok, Jawa Barat","0","0","0","https://twitter.com/rendyeza/status/1785620663086297210","132543991","rendyeza"
"1785534008857870725","Wed May 01 10:39:30 +0000 2024","0","@innovacommunity Sebelah rumahku beli mobil listrik katanya nyesel harga purna jualnya anjlok hehe","1785620051598668092","","innovacommunity","in","Semarang","0","0","0","https://twitter.com/firauwn/status/1785620051598668092","1463109900418965512","firauwn"
"1785281237755777487","Wed May 01 10:39:28 +0000 2024","1","@ridwanhr Kalo mau serius masalah emisi ya mestinya pemerintah baru @prabowo @gibran_tweet berani membebaskan pajak mobil listrik baik dari sisi produsen importir maupun konsumen. Itu baru mantap","1785620046452265454","","ridwanhr","in","","0","0","0","https://twitter.com/masirwanjun/status/1785620046452265454","1358434981","masirwanjun"
"1785618906830491763","Wed May 01 10:36:06 +0000 2024","0","kalo w ada di rumah oke dah gw bisa 300-400rb sendiri listrik gw lah bokap w ngecas hape jg kebanyakan di mobil drpd di rumah bgstttt","1785619199081218385","","Walskeee","in","|-/","0","1","0","https://twitter.com/Walskeee/status/1785619199081218385","906871590498983937","Walskeee"
"1785534008857870725","Wed May 01 10:35:18 +0000 2024","0","@innovacommunity Saya hampir ga pernah pake mobil di dalem kota kurang efisien paling kalo keluar kota. Nah kalo pake mobil listrik tuh ribet. Ribet nyari duitnya.","1785618996206985388","","innovacommunity","in","","0","0","0","https://twitter.com/madogascar/status/1785618996206985388","931056040929398784","madogascar"
"1785534008857870725","Wed May 01 10:01:49 +0000 2024","0","@innovacommunity Listrik rumah anjlok kalo buat ngecas mobil listrik","1785610568063434930","","innovacommunity","in","","0","0","0","https://twitter.com/Kemung3/status/1785610568063434930","1149260600477806592","Kemung3"
"1785534008857870725","Wed May 01 09:57:53 +0000 2024","0","@innovacommunity 1. Cuma fomo doang nanti aja trend mobil listrik hilang kayak trend es kepal milo. ","1785609581198221443","","innovacommunity","in","","0","0","0","https://twitter.com/MamatOPM/status/1785609581198221443","1387047445922648071","MamatOPM"
"1785608429924651293","Wed May 01 09:53:38 +0000 2024","0"," Lantai Atas : - 5 Kamar Tidur + 5 Kamar Mandi Di Dalam - Lantai Bawah : 3 Kamar Tidur + 5 Kamar Mandi Di Dalam &amp; Lantai Marmer Garasi : 2 Mobil Carport : 5 Mobil Legalitas : SHM Listrik : 10.000 Watt Line Telpon : 1","1785608510828618107","","BIndependent82","in","","0","1","0","https://twitter.com/BIndependent82/status/1785608510828618107","1644387208386969600","BIndependent82"
